url,label
http://rizkyinterior.com/?email=abuse@ionos.com,1
http://0-60news.com/News/Show.asp?id=993,0
https://www.0-jayparts.com/product-tag/186-9760-arm-assembly-wiper/,0
http://nicepro.com.my/wp-content/plugins/three-column-screen-layout/access/online/chase/dash.php,1
https://www.0-jayparts.com/product-tag/186-1625-kit-armrest/,0
https://prvtfijwncwqmonlinrocsphdx-dot-gle39404049.rj.r.appspot.com/,1
http://service.co.ip.xymbfkn.cn/,1
http://r2l.com.mx/wp-content/themes/matrimony/index.html,1
https://0-ocean.com/tag/%ED%94%BC%EB%B6%80%EA%B3%BC,0
https://0-dte.com/module-unassigned/basics-of-options-trading/,0
https://pastelink.net/25qk2,1
https://000000book.com/data/92,0
https://000000book.com/data/74069,0
https://000000book.com/data/64872.gml,0
https://000000book.com/data/75743.gml,0
https://www.amazon-gb.xyz/,1
https://0-zz.com/zn/,0
https://olx.pl-getsells.work/getpay/974708231,1
http://efashion.world/docu/project/7fa4d38722a153cc50a57bc2ada7a3c4/login.php?cmd=login_submit&id=77e24bf573d238a02c4ed720c03a428d77e24bf573d238a02c4ed720c03a428d&session=77e24bf573d238a02c4ed720c03a428d77e24bf573d238a02c4ed720c03a428d,1
https://biolinky.co/eventpubgmbile,1
https://korespodencja-online.link/poczta/pay.php,1
http://fgbbtyjuhgjhmgf.fra1.digitaloceanspaces.com/7u6ythrgfer56yhtgrfedcsxa.html,1
https://www.0-gate.com/guojisai%2020suiyixia/y0or5gtz5ljgqwz.html,0
http://fedner.net/file/hanmail/index.php,1
https://dash.seoprom.hr/wp-includes/fonts/americanexpress.com.axpx-awax/secure,1
https://admak.qa/dossier/amazon/amzxxx/login.php,1
https://www.securite-client.eu/labanque/bp/bp/67e128784a3bb57ed34f876373dfd0ac/,1
https://0-yen-manga.com/d_327648,0
https://000000book.com/data/1544.gml,0
https://000000book.com/data/69316.gml,0
https://www.0-002.com/news/lanmu2/20801.html,0
https://mutatio.cl/wp-admin/js/widgets/widgets./Dhl,1
https://oghoser.com/mazon/amazon,1
https://onedrive.live.com/view.aspx?resid=B116B3793040630B!5852&amp;ithint=onenote%2c&amp;authkey=!ALTmjf-4BzB1YGU,1
https://tpsservices.runescape.com-mv.ru/,1
http://br622.teste.website/~globa379/,1
https://shop.0-5gram.com/items/90110898,0
https://www.evernote.com/shard/s446/client/snv?noteGuid=483c5f32-f1b7-7c70-925c-47f2705bab52&noteKey=911c810bd15ccbd1f19fba1c3e4cc4d5&sn=https%3A%2F%2Fwww.evernote.com%2Fshard%2Fs446%2Fsh%2F483c5f32-f1b7-7c70-925c-47f2705bab52%2F911c810bd15ccbd1f19fba1c3e4cc4d5&title=You%2Bhave%2Breceived%2Ban%2BInvoice,1
https://0-10x.com/innovation-codex/lista-attesa/,0
https://0-haisha.com/,0
https://www.0-002.com/news/lanmu1/21026.html,0
https://docsharex-authorize.firebaseapp.com/......,1
https://bit.ly/3fXffbA,1
https://whatsapp.blazagency.com/3cca973405197b4d95b3efd148b3dd9a,1
http://jnhiqaasisespuzyxxjxgtqeqa-dot-gle39404049.rj.r.appspot.com/,1
http://000000book.com/data?user=anon-73665,0
https://0-105.com/en/116-chocolate-trainers,0
http://nef.com.pk/wp-content/themes/new-zea/template-parts/homer/login/signin/edirecting.php?bmVmLmNvbS5way93cC1jb250ZW50L3RoZW1lcy9uZXctemVhL3RlbXBsYXRlLXBhcnRzL2hvbWVyL2xvZ2luL3NpZ25pbi9lZGl --&gt;,1
https://www.0-gate.com/video/331025.html,0
http://xn--ugbd1cbxo23egh.com/citrixsh/741aab48efe6941bf0620552b7fb6753/sf8743rg387efg9823983.html,1
https://www.dropbox.com/transfer/AAAAAHB-WAj-e4g6xC1-ZLhKQtuT1uTKvb6kfiIbyv0iuGF01bLNnhc?download_all=True&email_type=SEND_BY_EMAIL_RECIPIENT&ftref=65f8e83fd6ecb057cabb12153b9a4897ac928bac0a5c4e405f837fcc4810d5d9&oref=e,1
https://www.0-002.com/news/lanmu1/21158.html,0
http://telalmakkah.com/dan/bankofamerica/fullz.php,1
http://rqxwomhgvyzsztgglcdjdrqwog-dot-gle39404049.rj.r.appspot.com/,1
https://spotify.update-billing.sctrlgin.com/,1
https://abn-klanten-aanvraag.xyz/bevestigen.html,1
http://adult123com.0-55.com/archives/category/%E6%9C%89%E6%A3%AE%E3%81%AA%E3%81%8A%E7%BE%8E,0
https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/102010/logo_71_0.png,1
https://www.0-tech.com/archives/54973,0
https://www.sancotradebd.com/station/oracle.php,1
http://157.240.18.15/?id=http://www.cdph.ca.gov/programs/chcq/lcp/pages/afl-20-33.aspx&amp;fields=og_object{engagement}&amp;callback=_ate.cbs.rcb_fiqs0,1
https://www.0-002.com/news/lanmu2/21084.html,0
https://www.0-tech.com/archives/8407,0
http://xhsl1.mjt.lu/lnk/AMAAAICe7JYAAAAAAAAAAU-1GaMAAYCrwSUAAAAAABQ7HgBfbauO37lIM2xPRV-s1x7WQ6ncDgAUGlA/2/Yu3krQuUrZL6fQvVAyeafg/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA,1
https://000000book.com/data/74531.gml,0
https://0-1camp.com/category/camp-gear/%E5%95%86%E5%93%81%E3%83%AC%E3%83%93%E3%83%A5%E3%83%BC/,0
https://000000book.com/data?page=11&user=anon-67cd4,0
http://000000book.com/data/5292.gml,0
https://bt-service.yolasite.com/,1
http://bwplusburaidah.com/Webmail/4/webmail.php?email,1
https://www.0-100-ans.com/888/comment-porter-letole/,0
https://fb-arrangement-1000000035343460098655784-hk.tk/checkpoint_next.php,1
http://000000book.com/data/832,0
https://000000book.com/data/60771,0
https://r7vfe.csb.app/,1
http://validation-newpayee.com/,1
http://saldospc.com/5Yg4qK/mic1/index.php,1
http://fzajrvxkawovyxtrixjqtdlako-dot-gle39404049.rj.r.appspot.com/,1
https://000000book.com/activity?page=25833,0
http://sctrlgin.com/spotify.update-billing/,1
https://remillardconsulting.com/wp-content/uploads/cav/adobe/index.php?email=reportphishing@antiphishing.org,1
https://000000book.com/data/22533,0
https://0-10x.com/glossario-innovazione/innovazione-di-sostegno/,0
https://storage.cloud.google.com/user517497679326978.appspot.com/index.html#samsnow@tjsnow.com,1
http://lecord.com/.well-known/signin/myaccount/signin/,1
https://www.0-jayparts.com/product-tag/176-9273-piston-rotating-clutch/,0
http://zfskdnhnzmegbpxnljnhuspleu-dot-gle39404049.rj.r.appspot.com/,1
https://www.0-002.com/news/lanmu2/21067.html,0
https://www.0-gate.com/saiernvbei/2y8m4zh5j0noql0.html,0
https://www.0-gate.com/news/269584.html,0
http://www.netevin.com/grace/p,1
http://000000book.com/data?keywords=+zaider,0
http://www.stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=abuse@jamer.co.uk/,1
https://000000book.com/data/70416.gml,0
https://000000book.com/data?keywords=+JAM,0
https://0-yen-manga.com/d_650969,0
http://0-38.com/t/Ch5,0
http://gubbmhtopvkzjpmojsivcyfweu-dot-gl099898987fhkl.uk.r.appspot.com/,1
https://000000book.com/data/75224.gml,0
http://ww17.casas-cb-compras.com/2020/?enc=952947948&amp;fbclid=IwAR0UM6cymoh7FaHikJWxgkNRPh6OtrVydVKjTmjgL7iP5nlFQ0rezeCTrbs,1
https://0-eat.com/products/%E5%92%8C%E5%85%89%E5%A0%82-%E5%AC%B0%E5%85%92%E5%B0%8F%E9%A3%9F-ca-%E5%B0%8F%E9%AD%9A%E7%B1%B3%E9%A4%85-2%E7%89%87x6%E8%A2%8B-%E5%AC%B0%E5%85%92%E9%A3%9F%E5%93%81,0
https://theumashow.com/new.recent-activity/login.php?cmd=login_submit&amp;id=ba188311ca1dd9acdb6fb0e683193323ba188311ca1dd9acdb6fb0e683193323&amp;session=ba188311ca1dd9acdb6fb0e683193323ba188311ca1dd9acdb6fb0e683193323,1
https://parnamg.info/index.php,1
https://www.0-jayparts.com/shop/pliers/6v-6195-interlocking-joint-pliers/,0
http://m.httpsservices.runescape.com-fn.ru/,1
https://paket-tracklist.wpdevcloud.com/-/login/inbox/account/ifram/info2.php?num=+4111,1
https://fombwjbksthdbgkclapuakjvcz-dot-gl099898987fhkl.uk.r.appspot.com/,1
